"model" "year" "price" "transmission" "mileage" "fuelType" "tax" "mpg" "engineSize"
"3576" " Kuga" 2019 18999 "Manual" 11407 "Petrol" 145 39.2 1.5
"3577" " Focus" 2018 13790 "Manual" 19910 "Petrol" 145 51.4 1.5
"3579" " EcoSport" 2018 15490 "Manual" 10708 "Petrol" 145 54.3 1
"3580" " Fiesta" 2018 12990 "Manual" 20859 "Petrol" 145 65.7 1
"3582" " Edge" 2019 27499 "Automatic" 1657 "Diesel" 145 40.4 2
"3583" " Focus" 2019 17499 "Manual" 13462 "Petrol" 145 60.1 1
"3585" " Focus" 2018 13990 "Manual" 9500 "Petrol" 145 57.7 1
"3586" " Kuga" 2019 18490 "Manual" 18694 "Diesel" 145 39.2 2
"3589" " Focus" 2019 17410 "Manual" 1546 "Petrol" 145 60.1 1
"3591" " Fiesta" 2020 16891 "Manual" 3862 "Petrol" 150 49.6 1
"3594" " Focus" 2019 17270 "Manual" 5250 "Petrol" 145 60.1 1
"3595" " Focus" 2019 17390 "Manual" 2072 "Petrol" 145 60.1 1
"3596" " Fiesta" 2019 13140 "Manual" 4570 "Petrol" 145 48.7 1.1
"3597" " Focus" 2019 17470 "Manual" 1120 "Petrol" 145 60.1 1
"3598" " Focus" 2019 17470 "Manual" 1152 "Petrol" 145 60.1 1
"3599" " Focus" 2019 17320 "Manual" 3850 "Petrol" 145 60.1 1
"3602" " Fiesta" 2018 11491 "Manual" 7652 "Petrol" 150 65.7 1
"3606" " Fiesta" 2019 14440 "Manual" 9525 "Petrol" 145 58.9 1
"3607" " Kuga" 2018 12428 "Manual" 33230 "Diesel" 145 64.2 1.5
"3615" " Fiesta" 2018 9390 "Manual" 20834 "Petrol" 145 55.4 1.1
"3620" " Fiesta" 2018 10991 "Manual" 20390 "Petrol" 145 56.5 1
"3622" " Fiesta" 2018 9150 "Manual" 24046 "Petrol" 145 65.7 1
"3624" " Fiesta" 2018 9741 "Manual" 8647 "Petrol" 150 55.4 1.1
"3625" " Fiesta" 2019 13140 "Manual" 3950 "Petrol" 145 48.7 1.1
"3631" " Fiesta" 2018 10020 "Manual" 29874 "Petrol" 145 65.7 1
"3632" " Fiesta" 2019 13940 "Manual" 9137 "Petrol" 145 56.5 1
"3633" " Kuga" 2018 18430 "Automatic" 13733 "Petrol" 145 38.2 1.5
"3638" " Focus" 2019 15300 "Manual" 5660 "Petrol" 145 60.1 1
"3639" " Fiesta" 2019 13790 "Manual" 4571 "Petrol" 145 58.9 1
"3640" " Focus" 2019 17410 "Manual" 1714 "Petrol" 145 60.1 1
"3641" " Focus" 2019 17500 "Manual" 151 "Petrol" 145 60.1 1
"3643" " Focus" 2018 19747 "Manual" 10242 "Petrol" 145 41.5 2
"3648" " Focus" 2019 15590 "Manual" 10 "Petrol" 145 60.1 1
"3650" " Fiesta" 2018 11851 "Manual" 10625 "Petrol" 150 65.7 1
"3651" " Fiesta" 2018 9991 "Manual" 10675 "Petrol" 150 64.2 1.1
"3655" " EcoSport" 2019 17550 "Semi-Auto" 4 "Petrol" 145 45.6 1
"3659" " Fiesta" 2018 10850 "Manual" 12394 "Petrol" 145 65.7 1
"3660" " Fiesta" 2018 11450 "Manual" 12709 "Petrol" 145 65.7 1
"3664" " Fiesta" 2019 16191 "Manual" 7942 "Petrol" 145 55.4 1
"3666" " Fiesta" 2018 12000 "Manual" 15287 "Petrol" 145 58.9 1
"3669" " Fiesta" 2018 10980 "Manual" 13672 "Petrol" 145 65.7 1
"3670" " Kuga" 2018 17970 "Manual" 10718 "Diesel" 145 60.1 2
"3676" " Fiesta" 2018 14750 "Manual" 15891 "Petrol" 145 40.3 1.5
"3677" " Fiesta" 2018 11750 "Manual" 14927 "Petrol" 145 65.7 1
"3681" " Fiesta" 2018 10000 "Manual" 6820 "Petrol" 145 55.4 1.1
"3682" " Fiesta" 2019 20000 "Manual" 6841 "Petrol" 145 40.3 1.5
"3683" " Focus" 2019 19500 "Automatic" 10679 "Diesel" 145 54.3 1.5
"3684" " Fiesta" 2019 18000 "Manual" 4863 "Petrol" 145 55.4 1
"3686" " Ka+" 2018 8295 "Manual" 6313 "Petrol" 150 57.7 1.2
"3687" " Fiesta" 2018 13390 "Manual" 8000 "Petrol" 150 62.8 1
"3689" " Fiesta" 2018 9700 "Manual" 10326 "Petrol" 145 64.2 1.1
"3691" " Fiesta" 2018 8750 "Manual" 24545 "Petrol" 145 65.7 1
"3692" " Kuga" 2019 19500 "Manual" 9386 "Diesel" 145 47.9 2
"3693" " Kuga" 2019 20000 "Manual" 9191 "Petrol" 145 35.3 1.5
"3694" " Kuga" 2019 18300 "Manual" 19026 "Diesel" 145 47.9 2
"3696" " EcoSport" 2019 17550 "Semi-Auto" 5 "Petrol" 145 45.6 1
"3697" " Fiesta" 2018 10990 "Manual" 12493 "Petrol" 145 58.9 1
"3699" " Focus" 2019 19790 "Manual" 8686 "Diesel" 145 62.8 1.5
"3702" " Focus" 2019 20491 "Manual" 10699 "Petrol" 145 50.4 1.5
"3703" " Focus" 2019 20090 "Automatic" 10352 "Diesel" 145 49.6 2
"3704" " Mondeo" 2018 17991 "Semi-Auto" 22071 "Diesel" 145 58.9 2
"3705" " Focus" 2019 26250 "Manual" 3775 "Petrol" 145 34.5 2.3
"3710" " Kuga" 2019 21995 "Manual" 4000 "Diesel" 145 39.2 2
"3712" " Fiesta" 2018 9987 "Manual" 3736 "Petrol" 145 64.2 1.1
"3716" " Focus" 2018 13750 "Manual" 13000 "Petrol" 145 58.9 1
"3719" " Fiesta" 2018 12595 "Manual" 20088 "Petrol" 150 65.7 1
"3721" " Fiesta" 2018 10250 "Manual" 17389 "Petrol" 150 65.7 1
"3722" " Edge" 2018 23495 "Semi-Auto" 25270 "Diesel" 150 47.9 2
"3724" " Ka+" 2019 11999 "Manual" 11 "Petrol" 145 43.5 1.2
"3725" " EcoSport" 2018 14999 "Manual" 9605 "Petrol" 145 54.3 1
"3726" " Kuga" 2019 18999 "Manual" 9202 "Petrol" 145 39.2 1.5
"3729" " Fiesta" 2019 15500 "Manual" 4032 "Petrol" 145 56.5 1
"3730" " Fiesta" 2019 13450 "Manual" 11884 "Petrol" 145 58.9 1
"3731" " Kuga" 2018 17290 "Manual" 18572 "Diesel" 145 64.2 1.5
"3733" " Fiesta" 2019 13000 "Manual" 12838 "Petrol" 145 56.5 1
"3741" " Fiesta" 2018 11000 "Manual" 12351 "Petrol" 145 65.7 1
"3744" " Focus" 2018 11997 "Manual" 15332 "Petrol" 145 61.4 1
"3747" " Fiesta" 2018 10897 "Manual" 7122 "Petrol" 145 64.2 1.1
"3748" " Focus" 2018 13999 "Manual" 10441 "Diesel" 150 74.3 1.5
"3749" " EcoSport" 2018 13599 "Manual" 19806 "Petrol" 150 54.3 1
"3750" " Focus" 2018 11699 "Manual" 31607 "Diesel" 150 74.3 1.5
"3752" " Focus" 2019 14999 "Manual" 4975 "Petrol" 145 58.9 1
"3755" " EcoSport" 2019 14999 "Manual" 5899 "Petrol" 145 51.4 1
"3756" " Fiesta" 2018 10999 "Manual" 5918 "Petrol" 145 55.4 1.1
"3760" " Fiesta" 2018 10150 "Manual" 8135 "Petrol" 145 65.7 1
"3765" " Fiesta" 2018 10500 "Manual" 23047 "Petrol" 145 65.7 1
"3766" " Ka+" 2018 8450 "Manual" 17554 "Petrol" 145 54.3 1.2
"3767" " Fiesta" 2019 12500 "Manual" 17695 "Petrol" 145 56.5 1
"3772" " Kuga" 2018 18999 "Manual" 13154 "Diesel" 145 60.1 2
"3773" " Fiesta" 2018 11999 "Manual" 9899 "Petrol" 145 65.7 1
"3774" " Fiesta" 2018 10999 "Manual" 5732 "Petrol" 145 55.4 1.1
"3776" " Fiesta" 2019 19000 "Manual" 7584 "Petrol" 145 58.9 1
"3777" " Edge" 2019 32500 "Semi-Auto" 1521 "Diesel" 145 37.2 2
"3779" " Kuga" 2019 18800 "Manual" 14375 "Diesel" 145 47.9 2
"3780" " Kuga" 2019 18400 "Manual" 7957 "Petrol" 145 34.4 1.5
"3781" " Fiesta" 2018 10350 "Manual" 6460 "Petrol" 145 64.2 1.1
"3784" " Fiesta" 2019 13000 "Manual" 35 "Petrol" 145 48.7 1.1
"3786" " Focus" 2019 15497 "Manual" 12378 "Petrol" 145 60.1 1
"3787" " EcoSport" 2018 13739 "Manual" 8230 "Petrol" 145 54.3 1
"3788" " Fiesta" 2018 10190 "Manual" 24417 "Petrol" 145 65.7 1
"3789" " Fiesta" 2018 10497 "Manual" 15968 "Petrol" 145 64.2 1.1
"3790" " Fiesta" 2018 10690 "Manual" 7114 "Petrol" 145 64.2 1.1
"3791" " Focus" 2018 13790 "Manual" 12047 "Petrol" 145 57.7 1
"3793" " Focus" 2018 11890 "Manual" 13914 "Petrol" 145 61.4 1
"3794" " Fiesta" 2018 9690 "Manual" 14961 "Petrol" 145 65.7 1
"3797" " Fiesta" 2018 9997 "Manual" 5777 "Petrol" 145 64.2 1.1
"3800" " Focus" 2018 15997 "Manual" 13794 "Petrol" 145 60.1 1
"3801" " Fiesta" 2018 13690 "Manual" 10223 "Petrol" 145 60.1 1
"3802" " Fiesta" 2018 11690 "Manual" 22477 "Petrol" 145 58.9 1
"3804" " Fiesta" 2018 9897 "Manual" 4868 "Petrol" 145 64.2 1.1
"3806" " Focus" 2019 14997 "Manual" 8745 "Petrol" 145 58.9 1
"3808" " Fiesta" 2018 9997 "Manual" 17476 "Petrol" 145 64.2 1.1
"3809" " Fiesta" 2018 9697 "Manual" 30611 "Petrol" 145 65.7 1
"3812" " Focus" 2018 11497 "Manual" 9379 "Petrol" 145 61.4 1
"3813" " Focus" 2019 17497 "Manual" 8493 "Petrol" 145 60.1 1
"3815" " Focus" 2018 13497 "Manual" 17860 "Petrol" 145 57.7 1
"3816" " EcoSport" 2018 13997 "Manual" 22084 "Petrol" 145 54.3 1
"3818" " Fiesta" 2018 11690 "Manual" 11483 "Petrol" 145 65.7 1
"3819" " Focus" 2019 17497 "Manual" 9321 "Petrol" 145 60.1 1
"3824" " Focus" 2018 12997 "Manual" 16568 "Petrol" 145 57.7 1
"3825" " Fiesta" 2018 10997 "Manual" 11651 "Petrol" 145 65.7 1
"3831" " Focus" 2018 16950 "Manual" 7687 "Petrol" 145 60.1 1
"3836" " Fiesta" 2018 10997 "Manual" 8389 "Petrol" 145 65.7 1
"3837" " Focus" 2018 13497 "Manual" 19293 "Petrol" 145 57.7 1
"3838" " Focus" 2019 16797 "Manual" 4523 "Petrol" 145 60.1 1
"3839" " Fiesta" 2018 9997 "Manual" 20670 "Petrol" 145 65.7 1
"3840" " Fiesta" 2018 11990 "Manual" 6952 "Petrol" 145 65.7 1
"3841" " Fiesta" 2018 9750 "Manual" 15696 "Petrol" 145 65.7 1
"3842" " Fiesta" 2018 9690 "Manual" 21175 "Petrol" 145 65.7 1
"3843" " Focus" 2018 13497 "Manual" 12928 "Petrol" 145 57.7 1
"3844" " Fiesta" 2018 11490 "Manual" 11876 "Petrol" 145 65.7 1
"3847" " Focus" 2018 13997 "Manual" 17734 "Petrol" 145 57.7 1
"3848" " Focus" 2018 11497 "Manual" 16558 "Petrol" 145 60.1 1
"3849" " Fiesta" 2018 9997 "Manual" 13040 "Petrol" 145 64.2 1.1
"3850" " EcoSport" 2019 14997 "Manual" 7810 "Petrol" 145 53.3 1
"3853" " Fiesta" 2018 9997 "Manual" 20507 "Petrol" 145 64.2 1.1
"3859" " Fiesta" 2018 9690 "Manual" 11667 "Petrol" 145 64.2 1.1
"3860" " Fiesta" 2018 9997 "Manual" 15683 "Petrol" 145 64.2 1.1
"3862" " Focus" 2018 18250 "Manual" 20132 "Petrol" 145 41.5 2
"3863" " Fiesta" 2018 10490 "Manual" 8256 "Petrol" 145 65.7 1
"3864" " Fiesta" 2018 9690 "Manual" 14562 "Petrol" 145 64.2 1.1
"3865" " Fiesta" 2018 10190 "Manual" 19686 "Petrol" 145 65.7 1
"3866" " Fiesta" 2018 10290 "Manual" 10845 "Petrol" 145 64.2 1.1
"3867" " Fiesta" 2018 10997 "Manual" 7689 "Petrol" 145 64.2 1.1
"3868" " Focus" 2018 10950 "Manual" 20191 "Petrol" 145 61.4 1
"3869" " Fiesta" 2018 9890 "Manual" 16390 "Petrol" 145 64.2 1.1
"3870" " Focus" 2018 13497 "Manual" 17804 "Petrol" 145 57.7 1
"3871" " Kuga" 2018 15737 "Manual" 35831 "Diesel" 145 64.2 1.5
"3874" " Fiesta" 2018 10990 "Manual" 13474 "Petrol" 145 65.7 1
"3875" " Focus" 2018 14650 "Manual" 3943 "Petrol" 145 57.7 1
"3876" " Focus" 2018 11997 "Manual" 7269 "Petrol" 145 61.4 1
"3877" " Fiesta" 2018 9890 "Manual" 10109 "Petrol" 145 64.2 1.1
"3878" " Focus" 2018 13490 "Manual" 13842 "Petrol" 145 57.7 1
"3879" " Focus" 2018 14497 "Manual" 7255 "Petrol" 145 57.7 1
"3886" " Fiesta" 2018 10497 "Manual" 5786 "Petrol" 145 64.2 1.1
"3887" " Focus" 2018 11990 "Manual" 21567 "Petrol" 145 57.7 1
"3888" " EcoSport" 2018 14690 "Manual" 10816 "Petrol" 145 54.3 1
"3890" " Fiesta" 2018 11997 "Manual" 8159 "Petrol" 145 65.7 1
"3891" " EcoSport" 2018 12390 "Manual" 6369 "Petrol" 145 54.3 1
"3892" " Fiesta" 2018 10997 "Manual" 10956 "Petrol" 145 65.7 1
"3893" " Focus" 2018 12497 "Manual" 24396 "Petrol" 145 57.7 1
"3895" " Fiesta" 2018 14497 "Manual" 16601 "Petrol" 145 60.1 1
"3900" " Fiesta" 2018 9697 "Manual" 6327 "Petrol" 145 64.2 1.1
"3901" " Focus" 2018 13797 "Manual" 15230 "Petrol" 145 57.7 1
"3903" " Fiesta" 2018 12850 "Manual" 6127 "Petrol" 145 62.8 1
"3904" " Focus" 2018 14541 "Manual" 5050 "Petrol" 145 57.7 1
"3905" " Fiesta" 2018 9790 "Manual" 20146 "Petrol" 145 65.7 1
"3906" " Kuga" 2018 17997 "Manual" 16284 "Diesel" 145 54.3 1.5
"3907" " Fiesta" 2018 15990 "Manual" 7874 "Petrol" 145 40.3 1.5
"3914" " Fiesta" 2018 10697 "Manual" 9823 "Petrol" 145 64.2 1.1
"3915" " Fiesta" 2018 9890 "Manual" 12875 "Petrol" 145 64.2 1.1
"3916" " Focus" 2018 11490 "Manual" 14991 "Petrol" 145 60.1 1
"3917" " Kuga" 2018 16997 "Manual" 7654 "Petrol" 145 45.6 1.5
"3918" " Fiesta" 2018 11820 "Manual" 6732 "Petrol" 145 58.9 1
"3919" " Fiesta" 2018 10497 "Manual" 14455 "Petrol" 145 64.2 1.1
"3931" " Focus" 2019 17981 "Manual" 3892 "Diesel" 145 80.7 1.5
"3932" " Fiesta" 2018 11350 "Manual" 12981 "Petrol" 145 65.7 1
"3933" " Galaxy" 2018 18741 "Automatic" 8878 "Diesel" 145 52.3 2
"3936" " Focus" 2018 16990 "Manual" 8348 "Petrol" 145 60.1 1
"3939" " Focus" 2018 12497 "Manual" 13589 "Petrol" 145 60.1 1
"3940" " Fiesta" 2018 11997 "Manual" 10131 "Petrol" 145 65.7 1
"3941" " EcoSport" 2018 13841 "Manual" 9398 "Petrol" 145 54.3 1
"3942" " Fiesta" 2018 10497 "Manual" 9615 "Petrol" 145 64.2 1.1
"3943" " Focus" 2018 20990 "Manual" 7122 "Petrol" 145 41.5 2
"3944" " Focus" 2018 16750 "Manual" 10561 "Petrol" 145 60.1 1
"3945" " Focus" 2018 14497 "Manual" 18608 "Petrol" 145 58.9 1
"3950" " Focus" 2018 13497 "Manual" 13588 "Petrol" 145 57.7 1
"3951" " Focus" 2018 11997 "Manual" 11502 "Petrol" 145 61.4 1
"3957" " EcoSport" 2018 12997 "Manual" 14868 "Petrol" 145 54.3 1
"3958" " C-MAX" 2019 12950 "Automatic" 13807 "Diesel" 145 56.5 1.5
"3960" " Kuga" 2018 17800 "Automatic" 33421 "Diesel" 145 54.3 2
"3966" " Focus" 2018 17750 "Manual" 9836 "Diesel" 145 67.3 2
"3969" " Focus" 2018 11500 "Manual" 8286 "Petrol" 150 60.1 1
"3972" " EcoSport" 2019 16000 "Manual" 7684 "Petrol" 150 51.4 1
"3973" " Fiesta" 2018 10000 "Manual" 12490 "Petrol" 150 64.2 1.1
"3974" " Fiesta" 2019 12500 "Manual" 3685 "Petrol" 150 56.5 1
"3975" " Fiesta" 2019 11000 "Manual" 7775 "Petrol" 145 55.4 1.1
"3977" " Fiesta" 2018 9997 "Manual" 7469 "Petrol" 145 64.2 1.1
"3978" " Fiesta" 2018 9997 "Manual" 15464 "Petrol" 145 64.2 1.1
"3985" " Fiesta" 2018 12000 "Manual" 11201 "Petrol" 145 58.9 1
"3986" " Fiesta" 2018 11500 "Manual" 36775 "Petrol" 145 65.7 1
"3988" " Focus" 2018 14000 "Semi-Auto" 15983 "Diesel" 145 67.3 1.5
"3990" " Ka+" 2018 7500 "Manual" 13647 "Petrol" 150 57.7 1.2
"3992" " Kuga" 2019 21000 "Manual" 10889 "Diesel" 150 45.6 1.5
"3993" " EcoSport" 2018 13500 "Manual" 10654 "Petrol" 145 54.3 1
"3996" " Ka+" 2018 8000 "Manual" 9193 "Petrol" 145 57.7 1.2
"3998" " Fiesta" 2018 10500 "Manual" 18459 "Petrol" 145 65.7 1
"3999" " Fiesta" 2018 10000 "Manual" 13547 "Petrol" 150 65.7 1
"4001" " Fiesta" 2019 14500 "Manual" 6659 "Petrol" 145 58.9 1
"4002" " Fiesta" 2019 14500 "Manual" 5650 "Petrol" 145 58.9 1
"4005" " EcoSport" 2019 14500 "Manual" 15500 "Petrol" 145 53.3 1
"4006" " Kuga" 2018 16500 "Manual" 6000 "Diesel" 145 64.2 1.5
"4015" " Fiesta" 2018 11300 "Manual" 9601 "Petrol" 145 65.7 1
"4018" " Focus" 2018 13620 "Manual" 12180 "Petrol" 145 57.7 1
"4020" " Focus" 2018 16800 "Manual" 19388 "Petrol" 145 60.1 1
"4021" " EcoSport" 2018 14750 "Manual" 16197 "Petrol" 145 54.3 1
"4022" " Fiesta" 2018 10400 "Manual" 10978 "Petrol" 145 65.7 1
"4023" " Focus" 2018 14500 "Manual" 10755 "Petrol" 145 57.7 1
"4024" " Ka+" 2018 8750 "Manual" 10388 "Petrol" 145 57.7 1.2
"4026" " Focus" 2018 13500 "Manual" 21825 "Diesel" 145 74.3 1.5
"4027" " Focus" 2018 13750 "Manual" 7565 "Diesel" 145 74.3 1.5
"4033" " Fiesta" 2020 19718 "Manual" 10 "Petrol" 145 55.4 1
"4034" " Focus" 2018 15500 "Manual" 7917 "Petrol" 145 58.9 1
"4036" " Ka+" 2018 9000 "Manual" 9000 "Petrol" 150 47.9 1.2
"4038" " Kuga" 2019 26000 "Semi-Auto" 1378 "Diesel" 145 42.2 2
"4039" " EcoSport" 2019 16100 "Manual" 3207 "Petrol" 145 53.3 1
"4040" " Focus" 2019 18000 "Manual" 8985 "Petrol" 145 60.1 1
"4041" " Fiesta" 2019 18000 "Semi-Auto" 1265 "Petrol" 145 48.7 1
"4044" " Fiesta" 2018 11200 "Manual" 17138 "Petrol" 145 65.7 1
"4053" " Fiesta" 2018 11000 "Manual" 28573 "Petrol" 145 56.5 1
"4058" " Fiesta" 2018 11300 "Semi-Auto" 35407 "Petrol" 145 54.3 1
"4059" " Fiesta" 2018 12000 "Manual" 29620 "Petrol" 145 65.7 1
"4060" " Fiesta" 2018 13500 "Semi-Auto" 4213 "Petrol" 145 54.3 1
"4064" " Fiesta" 2018 9000 "Manual" 22496 "Petrol" 145 64.2 1.1
"4082" " Fiesta" 2019 16690 "Manual" 6760 "Petrol" 145 40.3 1.5
"4083" " Focus" 2018 16750 "Manual" 10567 "Petrol" 145 60.1 1
"4085" " Fiesta" 2018 9490 "Manual" 18516 "Petrol" 145 64.2 1.1
"4086" " Focus" 2018 11890 "Manual" 19097 "Petrol" 145 60.1 1
"4088" " Fiesta" 2018 12995 "Manual" 12267 "Petrol" 145 65.7 1
"4089" " Focus" 2018 11980 "Manual" 13864 "Petrol" 145 60.1 1
"4092" " Focus" 2019 16998 "Manual" 16410 "Petrol" 145 60.1 1
"4093" " Focus" 2018 13998 "Manual" 9303 "Petrol" 145 57.7 1
"4094" " Focus" 2019 19898 "Automatic" 4166 "Diesel" 145 64.2 2
"4096" " Focus" 2018 21798 "Manual" 3774 "Petrol" 145 41.5 2
"4097" " Fiesta" 2019 13998 "Manual" 11689 "Petrol" 145 58.9 1
"4101" " Focus" 2019 14798 "Manual" 18443 "Petrol" 145 58.9 1
"4105" " Ka+" 2018 7797 "Manual" 13000 "Petrol" 145 57.7 1.2
"4107" " Focus" 2019 16997 "Manual" 6837 "Petrol" 150 60.1 1
"4108" " Focus" 2018 16997 "Manual" 8954 "Petrol" 145 60.1 1
"4110" " Ka+" 2018 6995 "Manual" 10529 "Petrol" 145 57.7 1.2
"4113" " Kuga" 2018 16998 "Manual" 19409 "Diesel" 145 54.3 1.5
"4114" " Kuga" 2019 17498 "Manual" 7669 "Petrol" 145 34.4 1.5
"4122" " Fiesta" 2018 7995 "Manual" 54400 "Petrol" 145 64.2 1.1
"4123" " Fiesta" 2018 10000 "Manual" 8236 "Petrol" 145 64.2 1.1
"4129" " Focus" 2018 14990 "Manual" 4215 "Petrol" 145 58.9 1
"4139" " Focus" 2018 16998 "Manual" 8488 "Diesel" 150 70.6 2
"4142" " Fiesta" 2018 10498 "Manual" 6188 "Petrol" 150 55.4 1.1
"4144" " Focus" 2018 13498 "Manual" 11206 "Petrol" 145 57.7 1
"4149" " Fiesta" 2018 9990 "Manual" 6487 "Petrol" 145 64.2 1.1
"4150" " Fiesta" 2018 10750 "Manual" 14919 "Petrol" 145 65.7 1
"4151" " Fiesta" 2018 10497 "Manual" 14220 "Petrol" 145 64.2 1.1
"4152" " Focus" 2018 13341 "Manual" 14064 "Petrol" 145 57.7 1
"4153" " Focus" 2018 12997 "Manual" 7888 "Petrol" 145 60.1 1
"4160" " Kuga" 2019 17998 "Manual" 6514 "Diesel" 150 45.6 1.5
"4166" " Focus" 2018 13997 "Manual" 8005 "Petrol" 145 57.7 1
"4168" " EcoSport" 2019 14390 "Manual" 3381 "Petrol" 145 53.3 1
"4169" " Fiesta" 2018 9997 "Manual" 25318 "Petrol" 145 65.7 1
"4170" " Focus" 2018 13497 "Manual" 12565 "Petrol" 145 57.7 1
"4173" " Focus" 2019 17890 "Manual" 6927 "Petrol" 145 60.1 1
"4175" " Focus" 2019 20695 "Automatic" 1561 "Diesel" 145 64.2 2
"4176" " Kuga" 2019 21500 "Automatic" 1916 "Petrol" 145 28.8 1.5
"4177" " Focus" 2018 14700 "Manual" 5726 "Petrol" 145 57.7 1
"4178" " Fiesta" 2018 10000 "Manual" 4352 "Petrol" 145 64.2 1.1
"4179" " Fiesta" 2020 17500 "Semi-Auto" 10 "Petrol" 145 48.7 1
"4182" " Fiesta" 2018 10700 "Manual" 20531 "Petrol" 145 65.7 1
"4183" " Fiesta" 2018 12400 "Manual" 4864 "Petrol" 145 60.1 1
"4184" " Fiesta" 2018 10498 "Manual" 8050 "Petrol" 150 55.4 1.1
"4186" " Kuga" 2019 18498 "Manual" 9312 "Diesel" 150 54.3 1.5
"4187" " Fiesta" 2018 15998 "Manual" 19790 "Petrol" 150 40.3 1.5
"4188" " Focus" 2018 10998 "Manual" 21456 "Petrol" 150 60.1 1
"4194" " Fiesta" 2018 12000 "Manual" 9452 "Petrol" 145 65.7 1
"4196" " Focus" 2018 13250 "Manual" 14984 "Petrol" 150 57.7 1
"4213" " EcoSport" 2018 16698 "Semi-Auto" 3271 "Petrol" 145 48.7 1
"4216" " Focus" 2018 12995 "Manual" 7804 "Petrol" 145 57.7 1
"4221" " EcoSport" 2018 13495 "Manual" 13221 "Petrol" 145 53.3 1
"4225" " Focus" 2018 12000 "Manual" 11285 "Petrol" 150 60.1 1
"4227" " EcoSport" 2018 14000 "Manual" 20500 "Petrol" 150 54.3 1
"4230" " Fiesta" 2019 16000 "Manual" 1702 "Petrol" 145 55.4 1
"4237" " Focus" 2019 14698 "Manual" 17640 "Petrol" 150 58.9 1
"4242" " Focus" 2018 13500 "Manual" 24417 "Petrol" 145 57.7 1
"4243" " Ka+" 2018 8800 "Manual" 13220 "Petrol" 145 57.7 1.2
"4244" " Ka+" 2018 8750 "Manual" 8355 "Petrol" 145 57.7 1.2
"4248" " Fiesta" 2018 11200 "Manual" 12064 "Petrol" 145 65.7 1
"4249" " Kuga" 2018 16601 "Semi-Auto" 22508 "Diesel" 150 54.3 2
"4250" " Ka+" 2018 8990 "Manual" 8411 "Petrol" 145 54.3 1.2
"4254" " EcoSport" 2018 14490 "Manual" 10426 "Petrol" 150 54.3 1
"4256" " Fiesta" 2018 10990 "Manual" 30304 "Petrol" 145 56.5 1
"4258" " Kuga" 2019 18990 "Manual" 5003 "Petrol" 145 39.2 1.5
"4262" " Focus" 2018 14280 "Manual" 8900 "Petrol" 145 57.7 1
"4269" " Fiesta" 2018 14000 "Manual" 17406 "Petrol" 145 65.7 1
"4276" " C-MAX" 2018 10298 "Manual" 26996 "Petrol" 145 55.4 1
"4282" " Kuga" 2019 17849 "Manual" 15281 "Diesel" 145 38.2 2
"4283" " Focus" 2018 12390 "Manual" 3345 "Petrol" 145 61.4 1
"4286" " Focus" 2019 13990 "Manual" 15178 "Petrol" 145 60.1 1
"4298" " Kuga" 2019 19498 "Semi-Auto" 11245 "Diesel" 150 47.9 2
"4299" " Fiesta" 2018 10298 "Manual" 10578 "Petrol" 150 55.4 1.1
"4308" " Fiesta" 2018 10298 "Manual" 13148 "Petrol" 150 55.4 1.1
"4320" " Fiesta" 2019 17490 "Manual" 1220 "Petrol" 145 40.3 1.5
"4322" " Focus" 2019 15690 "Manual" 10000 "Diesel" 145 74.3 1.5
"4323" " Kuga" 2020 25490 "Manual" 1128 "Diesel" 145 39.2 2
"4325" " Focus" 2020 22990 "Automatic" 185 "Diesel" 145 54.3 1.5
"4328" " Focus" 2019 18999 "Manual" 2200 "Petrol" 145 49.6 1
"4329" " Kuga" 2019 21595 "Manual" 7980 "Petrol" 145 39.2 1.5
"4330" " Fiesta" 2018 12350 "Manual" 23800 "Diesel" 145 58.9 1.5
"4348" " Focus" 2019 14598 "Manual" 13882 "Petrol" 145 58.9 1
"4349" " Kuga" 2018 18498 "Manual" 10557 "Petrol" 145 39.2 1.5
"4351" " Fiesta" 2019 12220 "Manual" 9526 "Petrol" 145 56.5 1
"4352" " Fiesta" 2018 11000 "Manual" 33763 "Petrol" 145 56.5 1
"4353" " EcoSport" 2019 14491 "Manual" 6453 "Petrol" 145 53.3 1
"4367" " Focus" 2019 17520 "Manual" 3758 "Petrol" 145 60.1 1
"4368" " Focus" 2019 19230 "Manual" 2894 "Petrol" 145 60.1 1
"4369" " Focus" 2019 17390 "Manual" 3058 "Petrol" 145 60.1 1
"4370" " Fiesta" 2018 10991 "Manual" 25943 "Petrol" 145 65.7 1
"4371" " Fiesta" 2019 14287 "Manual" 10013 "Petrol" 145 58.9 1
"4372" " Focus" 2019 26030 "Manual" 3919 "Petrol" 145 34.5 2.3
"4373" " Focus" 2019 19300 "Automatic" 2662 "Diesel" 145 50.4 1.5
"4374" " Focus" 2019 20390 "Automatic" 6644 "Diesel" 145 49.6 2
"4375" " Galaxy" 2019 26430 "Manual" 9129 "Diesel" 145 55.4 2
"4376" " Focus" 2019 17200 "Manual" 6984 "Diesel" 145 61.4 1.5
"4377" " Focus" 2019 17800 "Manual" 4487 "Diesel" 145 62.8 2
"4378" " S-MAX" 2019 27480 "Manual" 6656 "Diesel" 145 54.3 2
"4379" " Fiesta" 2018 10530 "Manual" 13674 "Petrol" 145 58.9 1
